Time,1
2018-11-09 12:07:15,"503,325,0"
2018-11-09 12:07:16,"503,325,0"
2018-11-09 12:07:17,"503,325,0"
2018-11-09 12:07:17,"504,325,0"
2018-11-09 12:07:18,"504,325,0"
2018-11-09 12:07:19,"505,325,0"
2018-11-09 12:07:20,"505,325,0"
2018-11-09 12:07:21,"504,325,0"
2018-11-09 12:07:21,"505,325,0"
2018-11-09 12:07:22,"505,325,0"
2018-11-09 12:07:23,"505,325,0"
2018-11-09 12:07:24,"505,325,0"
2018-11-09 12:07:24,"505,325,0"
2018-11-09 12:07:25,"505,325,0"
2018-11-09 12:07:26,"505,325,0"
2018-11-09 12:07:27,"505,325,0"
2018-11-09 12:07:27,"505,325,0"
2018-11-09 12:07:28,"505,325,0"
2018-11-09 12:07:29,"505,325,0"
2018-11-09 12:07:30,"504,325,0"
2018-11-09 12:07:30,"505,325,0"
2018-11-09 12:07:31,"504,325,0"
2018-11-09 12:07:32,"505,326,0"
2018-11-09 12:07:33,"505,325,0"
2018-11-09 12:07:34,"505,326,0"
2018-11-09 12:07:34,"505,326,0"
2018-11-09 12:07:35,"505,325,0"
2018-11-09 12:07:36,"505,325,0"
2018-11-09 12:07:37,"506,326,0"
2018-11-09 12:07:37,"505,325,0"
2018-11-09 12:07:38,"505,325,0"
2018-11-09 12:07:39,"506,325,0"
2018-11-09 12:07:40,"506,326,0"
2018-11-09 12:07:40,"506,326,0"
2018-11-09 12:07:41,"506,326,0"
2018-11-09 12:07:42,"506,326,0"
2018-11-09 12:07:43,"506,326,0"
2018-11-09 12:07:44,"506,326,0"
2018-11-09 12:07:44,"506,326,0"
2018-11-09 12:07:45,"506,326,0"
2018-11-09 12:07:46,"506,326,0"
2018-11-09 12:07:47,"506,326,0"
2018-11-09 12:07:47,"506,325,0"
2018-11-09 12:07:48,"506,325,0"
2018-11-09 12:07:49,"506,326,0"
2018-11-09 12:07:50,"506,326,0"
2018-11-09 12:07:50,"506,326,0"
2018-11-09 12:07:51,"506,326,0"
2018-11-09 12:07:52,"506,325,0"
2018-11-09 12:07:53,"506,325,0"
2018-11-09 12:07:54,"506,325,0"
2018-11-09 12:07:54,"506,326,0"
2018-11-09 12:07:55,"507,325,0"
2018-11-09 12:07:56,"507,326,0"
2018-11-09 12:07:57,"507,325,0"
2018-11-09 12:07:57,"507,325,0"
2018-11-09 12:07:58,"507,325,0"
2018-11-09 12:07:59,"507,325,0"
2018-11-09 12:08:00,"507,325,0"
2018-11-09 12:08:00,"507,325,0"
2018-11-09 12:08:01,"507,325,0"
2018-11-09 12:08:02,"507,325,0"
2018-11-09 12:08:03,"507,325,0"
2018-11-09 12:08:04,"507,325,0"
2018-11-09 12:08:04,"508,325,0"
2018-11-09 12:08:05,"508,325,0"
2018-11-09 12:08:06,"508,325,0"
2018-11-09 12:08:07,"508,325,0"
2018-11-09 12:08:07,"508,326,0"
2018-11-09 12:08:08,"508,326,0"
2018-11-09 12:08:09,"508,327,0"
2018-11-09 12:08:10,"508,327,0"
2018-11-09 12:08:11,"508,327,0"
2018-11-09 12:08:11,"508,327,0"
2018-11-09 12:08:12,"508,327,0"
2018-11-09 12:08:13,"509,327,0"
2018-11-09 12:08:14,"499,327,0"
2018-11-09 12:08:14,"508,325,0"
2018-11-09 12:08:15,"516,324,0"
2018-11-09 12:08:16,"506,326,0"
2018-11-09 12:08:17,"499,327,0"
2018-11-09 12:08:18,"507,326,0"
2018-11-09 12:08:18,"499,327,0"
2018-11-09 12:08:19,"508,325,0"
2018-11-09 12:08:20,"517,324,0"
2018-11-09 12:08:21,"508,325,0"
2018-11-09 12:08:21,"509,327,0"
